Broj izvještaja,Broj naloga,Datum izdavanja,Status verifikacije,Zahtjev za verifikaciju,Metoda,Vrsta,Proizvođač,Uređaj,Serijski broj,Verifikacija ispravna,Spoljašnji pregled 1,Spoljašnji pregled 2,Spoljašnji pregled 3,Spoljašnji pregled 4,VERIFIKACIJA GREŠKE MJERILA:,1: Zadana vrijednost [ml],1: Mjerena vrijednost [ml],1: Greška mjerenja [ % ],1: Dozvoljeno odstupanje  [ ± % ],1: Usklađeno,2: Zadana vrijednost [ml],2: Mjerena vrijednost [ml],2: Greška mjerenja [ % ],2: Dozvoljeno odstupanje  [ ± % ],2: Usklađeno,3: Zadana vrijednost [ml],3: Mjerena vrijednost [ml],3: Greška mjerenja [ % ],3: Dozvoljeno odstupanje  [ ± % ],3: Usklađeno,4: Zadana vrijednost [ml],4: Mjerena vrijednost [ml],4: Greška mjerenja [ % ],4: Dozvoljeno odstupanje  [ ± % ],4: Usklađeno,5: Zadana vrijednost [ml],5: Mjerena vrijednost [ml],5: Greška mjerenja [ % ],5: Dozvoljeno odstupanje  [ ± % ],5: Usklađeno,6: Zadana vrijednost [ml],6: Mjerena vrijednost [ml],6: Greška mjerenja [ % ],6: Dozvoljeno odstupanje  [ ± % ],6: Usklađeno,VERIFIKACIJA GREŠKE MJERILA:,7: Zadana vrijednost [mbar],7: Mjerena vrijednost [mbar],7: Greška mjerenja [ % ],7: Dozvoljeno odstupanje  [ ± % ],7: Usklađeno,8: Zadana vrijednost [mbar],8: Mjerena vrijednost [mbar],8: Greška mjerenja [ % ],8: Dozvoljeno odstupanje  [ ± % ],8: Usklađeno,9: Zadana vrijednost [mbar],9: Mjerena vrijednost [mbar],9: Greška mjerenja [ % ],9: Dozvoljeno odstupanje  [ ± % ],9: Usklađeno,10: Zadana vrijednost [mbar],10: Mjerena vrijednost [mbar],10: Greška mjerenja [ % ],10: Dozvoljeno odstupanje  [ ± % ],10: Usklađeno,11: Zadana vrijednost [mbar],11: Mjerena vrijednost [mbar],11: Greška mjerenja [ % ],11: Dozvoljeno odstupanje  [ ± % ],11: Usklađeno,12: Zadana vrijednost [mbar],12: Mjerena vrijednost [mbar],12: Greška mjerenja [ % ],12: Dozvoljeno odstupanje  [ ± % ],12: Usklađeno,Napomena
4274/21,4274/VL/21,19.12.2021.,Završena,Narudžbenica od 07.12.2021.,Komparativna,Prva,PRUNUS,BOARAY 5000D,20120040189,DA,DA,DA,DA,DA,Volumen,"200,00","190,00","5,00","10,00",DA,"300,00","279,00","7,00","10,00",DA,"400,00","361,00","9,75","10,00",DA,"500,00","463,00","7,40","10,00",DA,600,557,"7,17",10,DA,700,678,"3,14",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4283/21,4283/VL/21,19.12.2021.,Završena,Narudžbenica od 07.12.2021.,Komparativna,Prva,PRUNUS,BOARAY 5000D,20120040178,DA,DA,DA,DA,DA,Volumen,"200,00","201,00","0,50","10,00",DA,"300,00","285,00","5,00","10,00",DA,"400,00","380,00","5,00","10,00",DA,"500,00","464,00","7,20","10,00",DA,600,550,"8,33",10,DA,700,637,9,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4285/21,4285/VL/21,19.12.2021.,Završena,Narudžbenica od 07.12.2021.,Komparativna,Prva,PRUNUS,BOARAY 5000D,20120040163,DA,DA,DA,DA,DA,Volumen,"200,00","202,00","1,00","10,00",DA,"300,00","276,00","8,00","10,00",DA,"400,00","387,00","3,25","10,00",DA,"500,00","497,00","0,60","10,00",DA,600,594,1,10,DA,700,657,"6,14",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4260/21,4260/VL/21,19.12.2021.,Završena,Narudžbenica od 07.12.2021.,Komparativna,Prva,PRUNUS,BOARAY 5000D,20120050097,DA,DA,DA,DA,DA,Volumen,"200,00","190,00","5,00","10,00",DA,"300,00","287,00","4,33","10,00",DA,"400,00","370,00","7,50","10,00",DA,"500,00","471,00","5,80","10,00",DA,600,560,"6,67",10,DA,700,665,5,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4265/21,4265/VL/21,19.12.2021.,Završena,Narudžbenica od 07.12.2021.,Komparativna,Prva,"JSC URAL INSTRUMENT-ENGINEERING PLANT""",AVENTA-M,4041,DA,DA,DA,DA,DA,Volumen,"200,00","0,00","0,00","10,00",DA,"300,00","0,00","0,00","10,00",DA,"400,00","0,00","0,00","10,00",DA,"500,00","0,00","0,00","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,10,"10,1",1,10,DA,15,"15,2","1,33",10,DA,20,20,0,10,DA,25,"24,8","0,8",10,DA,30,"30,6",2,10,DA,35,35,0,10,DA,
4271/21,4271/VL/21,19.12.2021.,Završena,Narudžbenica od 07.12.2021.,Komparativna,Redovna,MINDRAY,SV 300,GB-04018505-4271/21,DA,DA,DA,DA,DA,Volumen,"200,00","188,00","6,00","10,00",DA,"300,00","277,00","7,67","10,00",DA,"400,00","368,00","8,00","10,00",DA,"500,00","456,00","8,80","10,00",DA,600,547,"8,83",10,DA,700,637,9,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4262/21,4262/VL/21,19.12.2021.,Završena,Narudžbenica od 07.12.2021.,Komparativna,Prva,PRUNUS,BOARAY 5000D,20120050139,DA,DA,DA,DA,DA,Volumen,"200,00","190,00","5,00","10,00",DA,"300,00","276,00","8,00","10,00",DA,"400,00","368,00","8,00","10,00",DA,"500,00","461,00","7,80","10,00",DA,600,553,"7,83",10,DA,700,635,"9,29",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4261/21,4261/VL/21,19.12.2021.,Završena,Narudžbenica od 07.12.2021.,Komparativna,Prva,PRUNUS,BOARAY 5000D,201200633133,DA,DA,DA,DA,DA,Volumen,"200,00","189,00","5,50","10,00",DA,"300,00","281,00","6,33","10,00",DA,"400,00","372,00","7,00","10,00",DA,"500,00","465,00","7,00","10,00",DA,600,563,"6,17",10,DA,700,650,"7,14",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4278/21,4278/VL/21,19.12.2021.,Završena,Narudžbenica od 07.12.2021.,Komparativna,Prva,PRUNUS,BOARAY 5000D,20120040156,DA,DA,DA,DA,DA,Volumen,"200,00","199,00","0,50","10,00",DA,"300,00","288,00","4,00","10,00",DA,"400,00","373,00","6,75","10,00",DA,"500,00","467,00","6,60","10,00",DA,600,548,"8,67",10,DA,700,633,"9,57",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4266/21,4266/VL/21,19.12.2021.,Završena,Narudžbenica od 07.12.2021.,Komparativna,Prva,PRUNUS,BOARAY 5000D,20120040194,DA,DA,DA,DA,DA,Volumen,"200,00","188,00","6,00","10,00",DA,"300,00","277,00","7,67","10,00",DA,"400,00","367,00","8,25","10,00",DA,"500,00","457,00","8,60","10,00",DA,600,554,"7,67",10,DA,700,631,"9,86",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4276/21,4276/VL/21,19.12.2021.,Završena,Narudžbenica od 07.12.2021.,Komparativna,Prva,"JSC URAL INSTRUMENT-ENGINEERING PLANT""",AVENTA-M,4081,DA,DA,DA,DA,DA,Volumen,"200,00","0,00","0,00","10,00",DA,"300,00","0,00","0,00","10,00",DA,"400,00","0,00","0,00","10,00",DA,"500,00","0,00","0,00","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,10,10,0,10,DA,15,15,0,10,DA,20,20,0,10,DA,25,"24,8","0,8",10,DA,30,"29,9","0,33",10,DA,35,"35,4","1,14",10,DA,
4489/21,4489/VL/21,27.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Redovna,MAQUET,SERVO-i,19331,DA,DA,DA,DA,DA,Volumen,"200,00","187,00","6,50","10,00",DA,"300,00","285,00","5,00","10,00",DA,"400,00","376,00","6,00","10,00",DA,"500,00","469,00","6,20","10,00",DA,600,564,6,10,DA,700,654,"6,57",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4488/21,4488/VL/21,27.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Prva,DRAGER,INFINITY V500,ASPD-0459,DA,DA,DA,DA,DA,Volumen,"200,00","181,00","9,50","10,00",DA,"300,00","272,00","9,33","10,00",DA,400,360,10,10,DA,500,453,"9,4",10,DA,600,549,"8,5",10,DA,700,632,"9,71",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4491/21,4491/VL/21,27.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Redovna,DRAGER,EVITA 4,ARZC-0170,DA,DA,DA,DA,DA,Volumen,"200,00","187,00","6,50","10,00",DA,"300,00","273,00","9,00","10,00",DA,"400,00","362,00","9,50","10,00",DA,"500,00","451,00","9,80","10,00",DA,600,540,10,10,DA,700,631,"9,86",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4494/21,4494/VL/21,27.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Redovna,Medtronic,NEWPORT E360,G192050149,DA,DA,DA,DA,DA,Volumen,"200,00","195,00","2,50","10,00",DA,"300,00","275,00","8,33","10,00",DA,"400,00","361,00","9,75","10,00",DA,"500,00","454,00","9,20","10,00",DA,600,541,"9,83",10,DA,700,633,"9,57",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4492/21,4492/VL/21,27.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Prva,DRAGER,INFINITY V500,ASPK-0390,DA,DA,DA,DA,DA,Volumen,"200,00","180,00","10,00","10,00",DA,"300,00","272,00","9,33","10,00",DA,"400,00","361,00","9,75","10,00",DA,"500,00","454,00","9,20","10,00",DA,600,560,"6,67",10,DA,700,633,"9,57",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4493/21,4493/VL/21,27.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Prva,MINDRAY,SV300,GB-07024615,DA,DA,DA,DA,DA,Volumen,"200,00","0,00","0,00","10,00",DA,"300,00","0,00","0,00","10,00",DA,"400,00","0,00","0,00","10,00",DA,"500,00","0,00","0,00","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,10,"10,2",2,10,DA,15,"15,2","1,33",10,DA,20,"19,9","0,5",10,DA,25,"24,8","0,8",10,DA,30,"29,9","0,33",10,DA,35,"34,9","0,29",10,DA,
4490/21,4490/VL/21,27.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Prva,DRAGER,INFINITY V500,ASPK-0399,DA,DA,DA,DA,DA,Volumen,"200,00","181,00","9,50","10,00",DA,"300,00","270,00","10,00","10,00",DA,"400,00","383,00","4,25","10,00",DA,"500,00","452,00","9,60","10,00",DA,600,555,"7,5",10,DA,700,636,"9,14",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4707/21,4707/VL/21,30.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Redovna,MAQUET,SERVO I,92544,DA,DA,DA,DA,DA,Volumen,"200,00","184,00","8,00","10,00",DA,"300,00","283,00","5,67","10,00",DA,"400,00","370,00","7,50","10,00",DA,"500,00","453,00","9,40","10,00",DA,600,541,"9,83",10,DA,700,635,"9,29",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4700/21,4700/VL/21,30.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Redovna,MAQUET,SERVO-I,100975,DA,DA,DA,DA,DA,Volumen,"200,00","181,00","9,50","10,00",DA,"300,00","275,00","8,33","10,00",DA,"400,00","363,00","9,25","10,00",DA,"500,00","454,00","9,20","10,00",DA,600,555,"7,5",10,DA,700,634,"9,43",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4754/21,4754/VL/21,30.12.2021.,Završena,Zahtjev za verifikaciju od 30.12.2021. od Adis Banda,Komparativna,Prva,LOWENSTEIN MEDICAL,VENTIlogic LS,35941,DA,DA,DA,DA,DA,Volumen,"200,00","184,00","8,00","10,00",DA,"300,00","274,00","8,67","10,00",DA,"500,00","450,00","10,00","10,00",DA,"600,00","564,00","6,00","10,00",DA,700,638,"8,86",10,DA,800,738,"7,75",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4715/21,4715/VL/21,30.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Redovna,MINDRAY,SYNOVENT E5,EE-05005359,DA,DA,DA,DA,DA,Volumen,"200,00","183,00","8,50","10,00",DA,"300,00","282,00","6,00","10,00",DA,"400,00","368,00","8,00","10,00",DA,"500,00","459,00","8,20","10,00",DA,600,550,"8,33",10,DA,700,631,"9,86",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4744/21,4744/VL/21,30.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Redovna,MAQUET,SERVO-i,95354,DA,DA,DA,DA,DA,Volumen,"200,00","182,00","9,00","10,00",DA,"300,00","281,00","6,33","10,00",DA,"400,00","369,00","7,75","10,00",DA,"500,00","450,00","10,00","10,00",DA,600,550,"8,33",10,DA,700,631,"9,86",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4704/21,4704/VL/21,30.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Redovna,MAQUET,SERVO I,92545,DA,DA,DA,DA,DA,Volumen,"200,00","196,00","2,00","10,00",DA,"300,00","275,00","8,33","10,00",DA,"400,00","388,00","3,00","10,00",DA,"500,00","461,00","7,80","10,00",DA,600,546,9,10,DA,700,645,"7,86",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4718/21,4718/VL/21,30.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Redovna,MINDRAY,SYNOVENT E5,EE-05005357,DA,DA,DA,DA,DA,Volumen,"200,00","190,00","5,00","10,00",DA,"300,00","272,00","9,33","10,00",DA,"400,00","381,00","4,75","10,00",DA,"500,00","468,00","6,40","10,00",DA,600,559,"6,83",10,DA,700,634,"9,43",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4701/21,4701/VL/21,30.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Redovna,MINDRAY,SYNOVENT E5,EE-07005473,DA,DA,DA,DA,DA,Volumen,"200,00","184,00","8,00","10,00",DA,"300,00","273,00","9,00","10,00",DA,"400,00","361,00","9,75","10,00",DA,"500,00","455,00","9,00","10,00",DA,600,543,"9,5",10,DA,700,632,"9,71",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4702/21,4702/VL/21,30.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Redovna,MAQUET,SERVO-i,77876,DA,DA,DA,DA,DA,Volumen,"200,00","189,00","5,50","10,00",DA,"300,00","293,00","2,33","10,00",DA,"400,00","375,00","6,25","10,00",DA,"500,00","459,00","8,20","10,00",DA,600,546,9,10,DA,700,647,"7,57",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
473921/22,473921/VL/21,30.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Prva,MINDRAY,SYNOVENT E5,EE-00505468,DA,DA,DA,DA,DA,Volumen,"200,00","189,00","5,50","10,00",DA,"300,00","287,00","4,33","10,00",DA,"400,00","377,00","5,75","10,00",DA,"500,00","458,00","8,40","10,00",DA,600,551,"8,17",10,DA,700,633,"9,57",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4748/21,4748/VL/21,30.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Redovna,MAQUET,SERVO I,87941,DA,DA,DA,DA,DA,Volumen,"200,00","188,00","6,00","10,00",DA,"300,00","285,00","5,00","10,00",DA,"400,00","374,00","6,50","10,00",DA,"500,00","451,00","9,80","10,00",DA,600,543,"9,5",10,DA,700,634,"9,43",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
4743/21,4743/VL/21,30.12.2021.,Završena,Narudžbenica br. 711/21 od 17.12.2021.,Komparativna,Redovna,MAQUET,SERVO-i,42226,DA,DA,DA,DA,DA,Volumen,"200,00","189,00","5,50","10,00",DA,"300,00","272,00","9,33","10,00",DA,"400,00","364,00","9,00","10,00",DA,"500,00","455,00","9,00","10,00",DA,600,557,"7,17",10,DA,700,633,"9,57",10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
8/20,8/VL/20,7.1.2020.,Završena,Narudžbenica br. 4500121851 od 13.12.2019.,Komparativna,Redovna,DRAGER,EVITA XL,ASDJ-0321,DA,DA,DA,DA,DA,Volumen,"200,00","185,00","7,50","10,00",DA,"300,00","271,00","9,67","10,00",DA,"400,00","361,00","9,75","10,00",DA,"500,00","453,00","9,40","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
12/20,12/VL/20,7.1.2020.,Završena,Narudžbenica br. 4500121851 od 13.12.2019.,Komparativna,Redovna,GE - General Electric,VERSA MED,IV34540,DA,DA,DA,DA,DA,Volumen,"200,00","198,00","1,00","10,00",DA,"300,00","276,00","8,00","10,00",DA,"400,00","364,00","9,00","10,00",DA,"500,00","473,00","5,40","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
05/20,05/VL/20,7.1.2020.,Završena,Narudžbenica br. 4500121851 od 13.12.2019.,Komparativna,Redovna,DRAGER,EVITA XL,ASDK-0027,DA,DA,DA,DA,DA,Volumen,"200,00","185,00","7,50","10,00",DA,"300,00","270,00","10,00","10,00",DA,"400,00","360,00","10,00","10,00",DA,"500,00","454,00","9,20","10,00",DA,600,0,100,10,DA,700,0,100,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
6/20,6/VL/20,7.1.2020.,Završena,Narudžbenica br. 4500121851 od 13.12.2019.,Komparativna,Redovna,DRAGER,EVITA XL,ASDK-0022,DA,DA,DA,DA,DA,Volumen,"200,00","182,00","9,00","10,00",DA,"300,00","271,00","9,67","10,00",DA,"400,00","373,00","6,75","10,00",DA,"500,00","470,00","6,00","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
10/20,10/VL/20,7.1.2020.,Završena,Narudžbenica br. 4500121584 od 13.12.2019.,Komparativna,Redovna,DRAGER,EVITA XL,ASDJ-0326,DA,DA,DA,DA,DA,Volumen,"200,00","183,00","8,50","10,00",DA,"300,00","271,00","9,67","10,00",DA,"400,00","362,00","9,50","10,00",DA,"500,00","450,00","10,00","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
5/20,5/VL/20,7.1.2020.,Završena,Narudžbenica br. 4500121851 OD 13.12.2019.,Komparativna,Redovna,DRAGER,EVITA XL,ASDK-0027,DA,DA,DA,DA,DA,Volumen,"200,00","185,00","7,50","10,00",DA,"300,00","270,00","10,00","10,00",DA,"400,00","360,00","10,00","10,00",DA,"500,00","454,00","9,20","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
100/20,100/VL/20,16.1.2020.,Završena,Narudžbenica br. 4500121851 od 13.12.2019.,Komparativna,Redovna,DRAGER,PRIMUS INFINITY,ASDK-0026,DA,DA,DA,DA,DA,Volumen,"200,00","182,00","9,00","10,00",DA,"300,00","278,00","7,33","10,00",DA,"400,00","376,00","6,00","10,00",DA,"500,00","474,00","5,20","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
98/20,98/VL/22,16.1.2020.,Završena,Narudžbenica br. 4500121851 od 13.12.2019.,Komparativna,Redovna,DRAGER,EVITA XL,ASCK-0460,DA,DA,DA,DA,DA,Volumen,"200,00","200,00","0,00","10,00",DA,"300,00","294,00","2,00","10,00",DA,"400,00","393,00","1,75","10,00",DA,"500,00","496,00","0,80","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
96/20,96/VL/20,16.1.2020.,Završena,Narudžbenica br. 4500121851 od 13.12.2019.,Komparativna,Redovna,DRAGER,EVITA XL,ASCK-0458,DA,DA,DA,DA,DA,Volumen,"200,00","184,00","8,00","10,00",DA,"300,00","277,00","7,67","10,00",DA,"400,00","366,00","8,50","10,00",DA,"500,00","452,00","9,60","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
95/20,95/VL/20,16.1.2020.,Završena,Narudžbenica br. 4500121851 od 13.12.2019.,Komparativna,Redovna,DRAGER,EVITA XL,ASDJ-0324,DA,DA,DA,DA,DA,Volumen,"200,00","181,00","9,50","10,00",DA,"300,00","270,00","10,00","10,00",DA,"400,00","374,00","6,50","10,00",DA,"500,00","452,00","9,60","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
142/20,142/VL/20,4.2.2020.,Završena,Narudžbenica 4500123392 od 03.02.2020.,Komparativna,Redovna,DRAGER,OXYLOG 3000,SRXH0213,DA,DA,DA,DA,DA,Volumen,"200,00","196,00","2,00","10,00",DA,"300,00","299,00","0,33","10,00",DA,"400,00","400,00","0,00","10,00",DA,"500,00","501,00","0,20","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
181/20,181/VL/20,6.2.2020.,Završena,Narudžbenica 4500121851 od 13.02.2020.,Komparativna,Redovna,DRAGER,EVITA XL,ASDJ-0325,DA,DA,DA,DA,DA,Volumen,"200,00","181,00","9,50","10,00",DA,"300,00","287,00","4,33","10,00",DA,"400,00","391,00","2,25","10,00",DA,"500,00","478,00","4,40","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
180/20,180/VL/20,6.2.2020.,Završena,Narudžbenica 4500121851 od 13.02.2020.,Komparativna,Redovna,DRAGER,EVITA XL,ASDK-0024,DA,DA,DA,DA,DA,Volumen,"200,00","188,00","6,00","10,00",DA,"300,00","284,00","5,33","10,00",DA,"400,00","376,00","6,00","10,00",DA,"500,00","472,00","5,60","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
182/20,182/VL/20,6.2.2020.,Završena,Narudžbenica 4500121851 od 13.02.2020.,Komparativna,Redovna,GE - General Electric,VERGAMED,IV34340,DA,DA,DA,DA,DA,Volumen,"200,00","189,00","5,50","10,00",DA,"300,00","305,00","1,67","10,00",DA,"400,00","418,00","4,50","10,00",DA,"500,00","526,00","5,20","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
337/20,337/VL/20,7.2.2020.,Završena,Narudžbenica 4500121851 od 13.02.2020.,Komparativna,Redovna,DRAGER,OXYLOG 3000,SRWA-0006,DA,DA,DA,DA,DA,Volumen,"200,00","195,00","2,50","10,00",DA,"300,00","298,00","0,67","10,00",DA,"400,00","406,00","1,50","10,00",DA,"500,00","512,00","2,40","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
336/20,336/VL/22,7.2.2020.,Završena,Narudžbenica 4500121851 od 13.02.2020.,Komparativna,Redovna,DRAGER,OXYLOG 3000,ASDK-0044,DA,DA,DA,DA,DA,Volumen,"200,00","183,00","8,50","10,00",DA,"300,00","280,00","6,67","10,00",DA,"400,00","379,00","5,25","10,00",DA,"500,00","477,00","4,60","10,00",DA,600,0,0,10,DA,700,0,0,10,DA,Pritisak,200,0,0,10,DA,300,0,0,10,DA,400,0,0,10,DA,500,0,0,10,DA,700,0,0,10,DA,900,0,0,10,DA,
